region	chr	midPos	Nsites
(910,1287)(3867,4299)(3700,4300)	scaffold_286	4000	379	0.048996
(910,1347)(3867,4359)(3800,4400)	scaffold_286	4100	439	0.049038
(926,1380)(3936,4499)(3900,4500)	scaffold_286	4200	456	0.049044
(990,1467)(4000,4599)(4000,4600)	scaffold_286	4300	479	0.049158
(1090,1567)(4100,4699)(4100,4700)	scaffold_286	4400	479	0.049237
(1188,1618)(4200,4750)(4200,4800)	scaffold_286	4500	432	0.049335
(1288,1618)(4300,4750)(4300,4900)	scaffold_286	4600	332	0.049315
(1348,1618)(4467,4750)(4400,5000)	scaffold_286	4700	272	0.049312
(1381,1698)(4500,5099)(4500,5100)	scaffold_286	4800	319	0.049589
(1468,1771)(4600,5172)(4600,5200)	scaffold_286	4900	305	0.049430
(1568,1771)(4700,5172)(4700,5300)	scaffold_286	5000	205	0.049456
(1619,1771)(5020,5172)(4800,5400)	scaffold_286	5100	154	0.049735
(1619,1803)(5020,5499)(4900,5500)	scaffold_286	5200	186	0.049576
(94,195)(300,670)(300,900)	scaffold_287	600	103	0.048565
(95,230)(570,974)(400,1000)	scaffold_287	700	137	0.048686
(95,230)(570,974)(500,1100)	scaffold_287	800	137	0.048686
(125,230)(600,974)(600,1200)	scaffold_287	900	107	0.048717
(196,230)(940,974)(700,1300)	scaffold_287	1000	36	0.049160
(196,283)(940,1399)(800,1400)	scaffold_287	1100	89	0.048974
(196,301)(940,1417)(900,1500)	scaffold_287	1200	107	0.049054
(231,301)(1347,1417)(1000,1600)	scaffold_287	1300	72	0.049013
(231,301)(1347,1417)(1100,1700)	scaffold_287	1400	72	0.049013
(231,341)(1347,1799)(1200,1800)	scaffold_287	1500	112	0.048844
(231,390)(1347,1899)(1300,1900)	scaffold_287	1600	161	0.048885
(284,427)(1400,1936)(1400,2000)	scaffold_287	1700	145	0.048932
(302,428)(1760,2099)(1500,2100)	scaffold_287	1800	128	0.048870
(302,528)(1760,2199)(1600,2200)	scaffold_287	1900	228	0.049116
(302,559)(1760,2230)(1700,2300)	scaffold_287	2000	259	0.049131
(342,559)(1800,2230)(1800,2400)	scaffold_287	2100	219	0.049278
(391,638)(1900,2486)(1900,2500)	scaffold_287	2200	249	0.049309
(428,638)(2099,2486)(2000,2600)	scaffold_287	2300	212	0.049340
(429,686)(2100,2699)(2100,2700)	scaffold_287	2400	259	0.048833
(529,705)(2200,2718)(2200,2800)	scaffold_287	2500	178	0.048505
(560,705)(2408,2718)(2300,2900)	scaffold_287	2600	147	0.048376
(560,705)(2408,2718)(2400,3000)	scaffold_287	2700	147	0.048376
(639,801)(2652,3099)(2500,3100)	scaffold_287	2800	164	0.048406
(639,819)(2652,3144)(2600,3200)	scaffold_287	2900	182	0.048464
(687,819)(2700,3144)(2700,3300)	scaffold_287	3000	134	0.049050
(706,843)(3004,3399)(2800,3400)	scaffold_287	3100	139	0.049044
(706,910)(3004,3475)(2900,3500)	scaffold_287	3200	206	0.049015
(706,910)(3004,3475)(3000,3600)	scaffold_287	3300	206	0.049015
(11,278)(200,799)(200,800)	scaffold_289	500	269	0.049336
(30,308)(424,829)(300,900)	scaffold_289	600	280	0.049328
(30,398)(424,999)(400,1000)	scaffold_289	700	370	0.049308
(90,439)(550,1040)(500,1100)	scaffold_289	800	351	0.049193
(140,489)(600,1199)(600,1200)	scaffold_289	900	351	0.049146
(212,541)(730,1299)(700,1300)	scaffold_289	1000	331	0.049071
(279,641)(800,1399)(800,1400)	scaffold_289	1100	364	0.049052
(309,663)(910,1421)(900,1500)	scaffold_289	1200	356	0.049015
(399,663)(1000,1421)(1000,1600)	scaffold_289	1300	266	0.048956
(440,710)(1150,1656)(1100,1700)	scaffold_289	1400	272	0.049088
(490,791)(1200,1799)(1200,1800)	scaffold_289	1500	303	0.049305
(542,878)(1300,1886)(1300,1900)	scaffold_289	1600	338	0.049285
(642,878)(1400,1886)(1400,2000)	scaffold_289	1700	238	0.049384
(664,878)(1610,1886)(1500,2100)	scaffold_289	1800	216	0.049474
(664,886)(1610,2159)(1600,2200)	scaffold_289	1900	224	0.049464
(711,964)(1719,2299)(1700,2300)	scaffold_289	2000	255	0.049332
(792,968)(1800,2303)(1800,2400)	scaffold_289	2100	178	0.049066
(879,968)(2152,2303)(1900,2500)	scaffold_289	2200	91	0.049304
(879,1015)(2152,2591)(2000,2600)	scaffold_289	2300	138	0.049385
(879,1015)(2152,2591)(2100,2700)	scaffold_289	2400	138	0.049385
(887,1015)(2222,2591)(2200,2800)	scaffold_289	2500	130	0.049399
(965,1015)(2300,2591)(2300,2900)	scaffold_289	2600	52	0.049467
(969,1015)(2545,2591)(2400,3000)	scaffold_289	2700	48	0.049479
(969,1015)(2545,2591)(2500,3100)	scaffold_289	2800	48	0.049479
(1016,1043)(3372,3399)(2800,3400)	scaffold_289	3100	29	0.048798
(1016,1115)(3372,3471)(2900,3500)	scaffold_289	3200	101	0.049014
(1016,1115)(3372,3471)(3000,3600)	scaffold_289	3300	101	0.049014
(1016,1115)(3372,3471)(3100,3700)	scaffold_289	3400	101	0.049014
(21,283)(200,799)(200,800)	scaffold_29	500	264	0.049191
(100,301)(408,817)(300,900)	scaffold_29	600	203	0.049197
(100,301)(408,817)(400,1000)	scaffold_29	700	203	0.049197
(190,301)(585,817)(500,1100)	scaffold_29	800	113	0.049449
(205,399)(600,1199)(600,1200)	scaffold_29	900	196	0.049840
(275,418)(791,1282)(700,1300)	scaffold_29	1000	145	0.049882
(284,483)(800,1399)(800,1400)	scaffold_29	1100	201	0.049451
(302,496)(1102,1412)(900,1500)	scaffold_29	1200	196	0.049353
(302,552)(1102,1599)(1000,1600)	scaffold_29	1300	252	0.049419
(302,580)(1102,1627)(1100,1700)	scaffold_29	1400	280	0.049405
(400,596)(1200,1799)(1200,1800)	scaffold_29	1500	198	0.049032
(419,619)(1335,1822)(1300,1900)	scaffold_29	1600	202	0.049032
(484,619)(1400,1822)(1400,2000)	scaffold_29	1700	137	0.049231
(497,619)(1544,1822)(1500,2100)	scaffold_29	1800	124	0.049419
(553,619)(1600,1822)(1600,2200)	scaffold_29	1900	68	0.049169
(581,619)(1784,1822)(1700,2300)	scaffold_29	2000	40	0.049121
(597,619)(1800,1822)(1800,2400)	scaffold_29	2100	24	0.049121
(620,644)(5075,5099)(4500,5100)	scaffold_29	4800	26	0.049121
(620,655)(5075,5110)(4600,5200)	scaffold_29	4900	37	0.049835
(620,655)(5075,5110)(4700,5300)	scaffold_29	5000	37	0.049835
(620,660)(5075,5399)(4800,5400)	scaffold_29	5100	42	0.049774
(620,748)(5075,5487)(4900,5500)	scaffold_29	5200	130	0.049587
(620,748)(5075,5487)(5000,5600)	scaffold_29	5300	130	0.049587
(645,748)(5100,5487)(5100,5700)	scaffold_29	5400	105	0.049671
(656,748)(5395,5487)(5200,5800)	scaffold_29	5500	94	0.049467
(656,794)(5395,5870)(5300,5900)	scaffold_29	5600	140	0.049280
(661,794)(5400,5870)(5400,6000)	scaffold_29	5700	135	0.049285
(749,794)(5825,5870)(5500,6100)	scaffold_29	5800	47	0.048901
(749,882)(5825,6199)(5600,6200)	scaffold_29	5900	135	0.049086
(749,894)(5825,6211)(5700,6300)	scaffold_29	6000	147	0.048954
(749,894)(5825,6211)(5800,6400)	scaffold_29	6100	147	0.048954
(795,894)(6112,6211)(5900,6500)	scaffold_29	6200	101	0.048981
(795,894)(6112,6211)(6000,6600)	scaffold_29	6300	101	0.048981
(795,894)(6112,6211)(6100,6700)	scaffold_29	6400	101	0.048981
(883,894)(6200,6211)(6200,6800)	scaffold_29	6500	13	0.048021
(895,976)(6818,6899)(6300,6900)	scaffold_29	6600	83	0.049715
(895,994)(6818,6917)(6400,7000)	scaffold_29	6700	101	0.049475
(895,1052)(6818,7070)(6500,7100)	scaffold_29	6800	159	0.049621
(895,1052)(6818,7070)(6600,7200)	scaffold_29	6900	159	0.049621
(895,1116)(6818,7274)(6700,7300)	scaffold_29	7000	223	0.049552
(895,1116)(6818,7274)(6800,7400)	scaffold_29	7100	223	0.049552
(977,1205)(6900,7499)(6900,7500)	scaffold_29	7200	230	0.049360
(995,1216)(7013,7510)(7000,7600)	scaffold_29	7300	223	0.049428
(1053,1216)(7211,7510)(7100,7700)	scaffold_29	7400	165	0.049271
(1053,1295)(7211,7788)(7200,7800)	scaffold_29	7500	244	0.049227
(1117,1295)(7411,7788)(7300,7900)	scaffold_29	7600	180	0.049134
(1117,1295)(7411,7788)(7400,8000)	scaffold_29	7700	180	0.049134
(1206,1334)(7500,8099)(7500,8100)	scaffold_29	7800	130	0.049134
(1217,1393)(7710,8158)(7600,8200)	scaffold_29	7900	178	0.049121
(1217,1469)(7710,8299)(7700,8300)	scaffold_29	8000	254	0.049130
(1296,1493)(8059,8323)(7800,8400)	scaffold_29	8100	199	0.049376
(1296,1535)(8059,8499)(7900,8500)	scaffold_29	8200	241	0.049350
(1296,1635)(8059,8599)(8000,8600)	scaffold_29	8300	341	0.049268
(1335,1656)(8100,8699)(8100,8700)	scaffold_29	8400	323	0.049278
(1394,1712)(8224,8799)(8200,8800)	scaffold_29	8500	320	0.049337
(1470,1807)(8300,8899)(8300,8900)	scaffold_29	8600	339	0.049296
(1494,1895)(8458,8987)(8400,9000)	scaffold_29	8700	403	0.049101
(1536,1909)(8500,9099)(8500,9100)	scaffold_29	8800	375	0.049093
(1636,1953)(8600,9143)(8600,9200)	scaffold_29	8900	319	0.049079
(1657,1953)(8700,9143)(8700,9300)	scaffold_29	9000	298	0.049074
(1713,1953)(8800,9143)(8800,9400)	scaffold_29	9100	242	0.048988
(1808,1978)(8900,9499)(8900,9500)	scaffold_29	9200	172	0.048977
(1896,2005)(9086,9526)(9000,9600)	scaffold_29	9300	111	0.049056
(1910,2054)(9100,9699)(9100,9700)	scaffold_29	9400	146	0.049078
(1954,2078)(9475,9723)(9200,9800)	scaffold_29	9500	126	0.050029
(1954,2078)(9475,9723)(9300,9900)	scaffold_29	9600	126	0.050029
(1954,2097)(9475,9999)(9400,10000)	scaffold_29	9700	145	0.049921
(1979,2178)(9500,10080)(9500,10100)	scaffold_29	9800	201	0.049836
(2006,2178)(9651,10080)(9600,10200)	scaffold_29	9900	174	0.049930
(2055,2178)(9700,10080)(9700,10300)	scaffold_29	10000	125	0.050161
(2079,2197)(9981,10394)(9800,10400)	scaffold_29	10100	120	0.049406
(2079,2242)(9981,10499)(9900,10500)	scaffold_29	10200	165	0.049692
(2098,2321)(10000,10599)(10000,10600)	scaffold_29	10300	225	0.049539
(2179,2383)(10376,10661)(10100,10700)	scaffold_29	10400	206	0.049433
(2179,2391)(10376,10799)(10200,10800)	scaffold_29	10500	214	0.049424
(2179,2491)(10376,10899)(10300,10900)	scaffold_29	10600	314	0.049227
(2198,2581)(10455,10999)(10400,11000)	scaffold_29	10700	385	0.049160
(2243,2654)(10500,11072)(10500,11100)	scaffold_29	10800	413	0.049094
(2322,2654)(10600,11072)(10600,11200)	scaffold_29	10900	334	0.049093
(2384,2654)(10792,11072)(10700,11300)	scaffold_29	11000	272	0.049086
(2392,2702)(10800,11395)(10800,11400)	scaffold_29	11100	312	0.049100
(2492,2702)(10900,11395)(10900,11500)	scaffold_29	11200	212	0.049216
(2582,2740)(11000,11590)(11000,11600)	scaffold_29	11300	160	0.049364
(2655,2822)(11348,11699)(11100,11700)	scaffold_29	11400	169	0.048858
(2655,2822)(11348,11699)(11200,11800)	scaffold_29	11500	169	0.048858
(2655,2822)(11348,11699)(11300,11900)	scaffold_29	11600	169	0.048858
(2703,2869)(11553,11999)(11400,12000)	scaffold_29	11700	168	0.048904
(2703,2946)(11553,12076)(11500,12100)	scaffold_29	11800	245	0.048906
(2741,2946)(11618,12076)(11600,12200)	scaffold_29	11900	207	0.048874
(2823,3019)(11953,12299)(11700,12300)	scaffold_29	12000	198	0.049069
(2823,3084)(11953,12364)(11800,12400)	scaffold_29	12100	263	0.049048
(2823,3100)(11953,12499)(11900,12500)	scaffold_29	12200	279	0.049014
(2870,3200)(12000,12599)(12000,12600)	scaffold_29	12300	332	0.049267
(2947,3297)(12227,12699)(12100,12700)	scaffold_29	12400	352	0.049353
(2947,3385)(12227,12788)(12200,12800)	scaffold_29	12500	440	0.049276
(3020,3416)(12300,12899)(12300,12900)	scaffold_29	12600	398	0.049295
(3085,3454)(12484,12937)(12400,13000)	scaffold_29	12700	371	0.049346
(3101,3454)(12500,12937)(12500,13100)	scaffold_29	12800	355	0.049391
(3201,3520)(12600,13199)(12600,13200)	scaffold_29	12900	321	0.049092
(3298,3554)(12700,13299)(12700,13300)	scaffold_29	13000	258	0.048951
(3386,3634)(12869,13379)(12800,13400)	scaffold_29	13100	250	0.048982
(3417,3634)(12900,13379)(12900,13500)	scaffold_29	13200	219	0.048980
(3455,3678)(13134,13599)(13000,13600)	scaffold_29	13300	225	0.049168
(3455,3714)(13134,13635)(13100,13700)	scaffold_29	13400	261	0.049162
(3521,3714)(13200,13635)(13200,13800)	scaffold_29	13500	195	0.049237
(3555,3714)(13300,13635)(13300,13900)	scaffold_29	13600	161	0.049395
(3635,3714)(13536,13635)(13400,14000)	scaffold_29	13700	81	0.049688
(3635,3809)(13536,14099)(13500,14100)	scaffold_29	13800	176	0.049439
(3679,3837)(13600,14127)(13600,14200)	scaffold_29	13900	160	0.049166
(3715,3837)(14000,14127)(13700,14300)	scaffold_29	14000	124	0.049179
(3715,3842)(14000,14399)(13800,14400)	scaffold_29	14100	129	0.049177
(3715,3903)(14000,14460)(13900,14500)	scaffold_29	14200	190	0.049036
(3715,3903)(14000,14460)(14000,14600)	scaffold_29	14300	190	0.049036
(3810,3903)(14100,14460)(14100,14700)	scaffold_29	14400	95	0.048893
(3838,3911)(14395,14799)(14200,14800)	scaffold_29	14500	75	0.048838
(3838,3919)(14395,14807)(14300,14900)	scaffold_29	14600	83	0.048863
(3843,3919)(14400,14807)(14400,15000)	scaffold_29	14700	78	0.048847
(3904,3919)(14792,14807)(14500,15100)	scaffold_29	14800	17	0.049121
(3904,3919)(14792,14807)(14600,15200)	scaffold_29	14900	17	0.049121
(3904,3984)(14792,15278)(14700,15300)	scaffold_29	15000	82	0.049187
(3912,3984)(14800,15278)(14800,15400)	scaffold_29	15100	74	0.049195
(3920,3984)(15214,15278)(14900,15500)	scaffold_29	15200	66	0.049204
(3920,3984)(15214,15278)(15000,15600)	scaffold_29	15300	66	0.049204
(3920,4072)(15214,15699)(15100,15700)	scaffold_29	15400	154	0.048303
(3920,4154)(15214,15781)(15200,15800)	scaffold_29	15500	236	0.048563
(3985,4154)(15612,15781)(15300,15900)	scaffold_29	15600	171	0.048364
(3985,4167)(15612,15999)(15400,16000)	scaffold_29	15700	184	0.048409
(3985,4254)(15612,16086)(15500,16100)	scaffold_29	15800	271	0.049118
(3985,4339)(15612,16199)(15600,16200)	scaffold_29	15900	356	0.049074
(4073,4386)(15700,16299)(15700,16300)	scaffold_29	16000	315	0.049592
(4155,4413)(15987,16326)(15800,16400)	scaffold_29	16100	260	0.049662
(4155,4513)(15987,16499)(15900,16500)	scaffold_29	16200	360	0.049592
(4168,4553)(16000,16599)(16000,16600)	scaffold_29	16300	387	0.049565
(4255,4578)(16115,16676)(16100,16700)	scaffold_29	16400	325	0.049224
(4340,4611)(16200,16764)(16200,16800)	scaffold_29	16500	273	0.049307
(4387,4639)(16300,16899)(16300,16900)	scaffold_29	16600	254	0.049037
(4414,4678)(16400,16938)(16400,17000)	scaffold_29	16700	266	0.048978
(4514,4689)(16513,17099)(16500,17100)	scaffold_29	16800	177	0.048756
(4554,4789)(16600,17199)(16600,17200)	scaffold_29	16900	237	0.049030
(4579,4849)(16732,17299)(16700,17300)	scaffold_29	17000	272	0.049074
(4612,4876)(16872,17326)(16800,17400)	scaffold_29	17100	266	0.049039
(4640,4933)(16900,17499)(16900,17500)	scaffold_29	17200	295	0.049170
(4679,5033)(17089,17599)(17000,17600)	scaffold_29	17300	356	0.049201
(4690,5080)(17100,17646)(17100,17700)	scaffold_29	17400	392	0.049183
(4790,5080)(17200,17646)(17200,17800)	scaffold_29	17500	292	0.049062
(4850,5080)(17300,17646)(17300,17900)	scaffold_29	17600	232	0.049048
(4877,5159)(17443,17999)(17400,18000)	scaffold_29	17700	284	0.049121
(4934,5256)(17500,18096)(17500,18100)	scaffold_29	17800	324	0.049198
(5034,5256)(17600,18096)(17600,18200)	scaffold_29	17900	224	0.049253
(5081,5256)(17917,18096)(17700,18300)	scaffold_29	18000	177	0.049321
(5081,5284)(17917,18399)(17800,18400)	scaffold_29	18100	205	0.049300
(5081,5303)(17917,18471)(17900,18500)	scaffold_29	18200	224	0.049285
(5160,5392)(18000,18599)(18000,18600)	scaffold_29	18300	234	0.049263
(5257,5432)(18372,18699)(18100,18700)	scaffold_29	18400	177	0.049157
(5257,5530)(18372,18799)(18200,18800)	scaffold_29	18500	275	0.049359
(5257,5578)(18372,18899)(18300,18900)	scaffold_29	18600	323	0.049258
(5285,5678)(18400,18999)(18400,19000)	scaffold_29	18700	395	0.049137
(5304,5741)(18511,19062)(18500,19100)	scaffold_29	18800	439	0.049106
(5393,5822)(18600,19199)(18600,19200)	scaffold_29	18900	431	0.049098
(5433,5922)(18700,19299)(18700,19300)	scaffold_29	19000	491	0.049224
(5531,6022)(18800,19399)(18800,19400)	scaffold_29	19100	493	0.049174
(5579,6051)(18900,19428)(18900,19500)	scaffold_29	19200	474	0.049324
(5679,6051)(19000,19428)(19000,19600)	scaffold_29	19300	374	0.049460
(5742,6078)(19119,19699)(19100,19700)	scaffold_29	19400	338	0.049553
(5823,6131)(19200,19752)(19200,19800)	scaffold_29	19500	310	0.049458
(5923,6209)(19300,19899)(19300,19900)	scaffold_29	19600	288	0.049314
(6023,6218)(19400,19908)(19400,20000)	scaffold_29	19700	197	0.049206
(6052,6218)(19673,19908)(19500,20100)	scaffold_29	19800	168	0.048878
(6052,6218)(19673,19908)(19600,20200)	scaffold_29	19900	168	0.048878
(6079,6254)(19700,20299)(19700,20300)	scaffold_29	20000	177	0.048809
(6132,6318)(19809,20363)(19800,20400)	scaffold_29	20100	188	0.048899
(6210,6318)(19900,20363)(19900,20500)	scaffold_29	20200	110	0.048771
(6219,6387)(20264,20599)(20000,20600)	scaffold_29	20300	170	0.048902
(6219,6487)(20264,20699)(20100,20700)	scaffold_29	20400	270	0.049019
(6219,6524)(20264,20736)(20200,20800)	scaffold_29	20500	307	0.048994
(6255,6623)(20300,20899)(20300,20900)	scaffold_29	20600	370	0.048996
(6319,6723)(20531,20999)(20400,21000)	scaffold_29	20700	406	0.049364
(6319,6823)(20531,21099)(20500,21100)	scaffold_29	20800	506	0.049394
(6388,6923)(20600,21199)(20600,21200)	scaffold_29	20900	537	0.049284
(6488,7008)(20700,21299)(20700,21300)	scaffold_29	21000	522	0.049297
(6525,7071)(20801,21399)(20800,21400)	scaffold_29	21100	548	0.049331
(6624,7115)(20900,21491)(20900,21500)	scaffold_29	21200	493	0.049322
(6724,7115)(21000,21491)(21000,21600)	scaffold_29	21300	393	0.049015
(6824,7169)(21100,21677)(21100,21700)	scaffold_29	21400	347	0.048911
(6924,7169)(21200,21677)(21200,21800)	scaffold_29	21500	247	0.049071
(7009,7169)(21300,21677)(21300,21900)	scaffold_29	21600	162	0.048982
(7072,7169)(21400,21677)(21400,22000)	scaffold_29	21700	99	0.048818
(7116,7169)(21624,21677)(21500,22100)	scaffold_29	21800	55	0.049225
(7116,7169)(21624,21677)(21600,22200)	scaffold_29	21900	55	0.049225
(7170,7226)(22332,22388)(21800,22400)	scaffold_29	22100	58	0.048352
(7170,7289)(22332,22475)(21900,22500)	scaffold_29	22200	121	0.048687
(7170,7289)(22332,22475)(22000,22600)	scaffold_29	22300	121	0.048687
(7170,7289)(22332,22475)(22100,22700)	scaffold_29	22400	121	0.048687
(7170,7344)(22332,22799)(22200,22800)	scaffold_29	22500	176	0.049133
(7170,7407)(22332,22862)(22300,22900)	scaffold_29	22600	239	0.049063
(7227,7407)(22413,22862)(22400,23000)	scaffold_29	22700	182	0.049378
(7290,7407)(22745,22862)(22500,23100)	scaffold_29	22800	119	0.049472
(7290,7470)(22745,23199)(22600,23200)	scaffold_29	22900	182	0.049801
(7290,7507)(22745,23236)(22700,23300)	scaffold_29	23000	219	0.049879
(7345,7507)(22800,23236)(22800,23400)	scaffold_29	23100	164	0.049771
(7408,7507)(23137,23236)(22900,23500)	scaffold_29	23200	101	0.050328
(7408,7590)(23137,23599)(23000,23600)	scaffold_29	23300	184	0.049879
(7408,7607)(23137,23616)(23100,23700)	scaffold_29	23400	201	0.049996
(7471,7607)(23200,23616)(23200,23800)	scaffold_29	23500	138	0.049830
(7508,7619)(23517,23828)(23300,23900)	scaffold_29	23600	113	0.049641
(7508,7619)(23517,23828)(23400,24000)	scaffold_29	23700	113	0.049641
(7508,7619)(23517,23828)(23500,24100)	scaffold_29	23800	113	0.049641
(7591,7637)(23600,24172)(23600,24200)	scaffold_29	23900	48	0.050023
(7608,7637)(23817,24172)(23700,24300)	scaffold_29	24000	31	0.049121
(7608,7637)(23817,24172)(23800,24400)	scaffold_29	24100	31	0.049121
(7620,7637)(24155,24172)(23900,24500)	scaffold_29	24200	19	0.049121
(7620,7679)(24155,24599)(24000,24600)	scaffold_29	24300	61	0.050084
(7620,7737)(24155,24657)(24100,24700)	scaffold_29	24400	119	0.049523
(7638,7737)(24558,24657)(24200,24800)	scaffold_29	24500	101	0.049586
(7638,7737)(24558,24657)(24300,24900)	scaffold_29	24600	101	0.049586
(7638,7737)(24558,24657)(24400,25000)	scaffold_29	24700	101	0.049586
(7638,7737)(24558,24657)(24500,25100)	scaffold_29	24800	101	0.049586
(7680,7777)(24600,25199)(24600,25200)	scaffold_29	24900	99	0.049019
(7738,7861)(25106,25283)(24700,25300)	scaffold_29	25000	125	0.049505
(7738,7916)(25106,25389)(24800,25400)	scaffold_29	25100	180	0.049252
(7738,7916)(25106,25389)(24900,25500)	scaffold_29	25200	180	0.049252
(7738,7916)(25106,25389)(25000,25600)	scaffold_29	25300	180	0.049252
(7738,7916)(25106,25389)(25100,25700)	scaffold_29	25400	180	0.049252
(7778,8008)(25200,25799)(25200,25800)	scaffold_29	25500	232	0.049345
(7862,8016)(25335,25807)(25300,25900)	scaffold_29	25600	156	0.049188
(7917,8022)(25708,25999)(25400,26000)	scaffold_29	25700	107	0.049407
(7917,8122)(25708,26099)(25500,26100)	scaffold_29	25800	207	0.049020
(7917,8215)(25708,26199)(25600,26200)	scaffold_29	25900	300	0.049229
(7917,8312)(25708,26299)(25700,26300)	scaffold_29	26000	397	0.049243
(8009,8366)(25800,26353)(25800,26400)	scaffold_29	26100	359	0.049147
(8017,8416)(25975,26499)(25900,26500)	scaffold_29	26200	401	0.049201
(8023,8463)(26000,26599)(26000,26600)	scaffold_29	26300	442	0.049245
(8123,8538)(26100,26674)(26100,26700)	scaffold_29	26400	417	0.049352
(8216,8538)(26200,26674)(26200,26800)	scaffold_29	26500	324	0.049257
(8313,8602)(26300,26899)(26300,26900)	scaffold_29	26600	291	0.049146
(8367,8702)(26450,26999)(26400,27000)	scaffold_29	26700	337	0.049139
(8417,8740)(26500,27037)(26500,27100)	scaffold_29	26800	325	0.049068
(8464,8740)(26600,27037)(26600,27200)	scaffold_29	26900	278	0.048965
(8539,8821)(26836,27299)(26700,27300)	scaffold_29	27000	284	0.049017
(8539,8918)(26836,27396)(26800,27400)	scaffold_29	27100	381	0.049031
(8603,8932)(26900,27491)(26900,27500)	scaffold_29	27200	331	0.049090
(8703,8932)(27000,27491)(27000,27600)	scaffold_29	27300	231	0.049124
(8741,8932)(27219,27491)(27100,27700)	scaffold_29	27400	193	0.049124
(8741,8932)(27219,27491)(27200,27800)	scaffold_29	27500	193	0.049124
(8822,8932)(27300,27491)(27300,27900)	scaffold_29	27600	112	0.049074
(8919,8932)(27478,27491)(27400,28000)	scaffold_29	27700	15	0.049121
(8933,8996)(28412,28475)(27900,28500)	scaffold_29	28200	65	0.049159
(8933,9018)(28412,28543)(28000,28600)	scaffold_29	28300	87	0.049149
(8933,9018)(28412,28543)(28100,28700)	scaffold_29	28400	87	0.049149
(8933,9047)(28412,28799)(28200,28800)	scaffold_29	28500	116	0.049618
(8933,9147)(28412,28899)(28300,28900)	scaffold_29	28600	216	0.049287
(8933,9154)(28412,28999)(28400,29000)	scaffold_29	28700	223	0.049286
(8997,9252)(28522,29097)(28500,29100)	scaffold_29	28800	257	0.049212
(9019,9252)(28706,29097)(28600,29200)	scaffold_29	28900	235	0.049220
(9019,9351)(28706,29299)(28700,29300)	scaffold_29	29000	334	0.049341
(9048,9352)(28800,29300)(28800,29400)	scaffold_29	29100	306	0.049193
(9148,9367)(28900,29499)(28900,29500)	scaffold_29	29200	221	0.049311
(9155,9452)(29000,29584)(29000,29600)	scaffold_29	29300	299	0.049092
(9253,9482)(29201,29699)(29100,29700)	scaffold_29	29400	231	0.049121
(9253,9494)(29201,29711)(29200,29800)	scaffold_29	29500	243	0.049080
(9352,9548)(29300,29890)(29300,29900)	scaffold_29	29600	198	0.048859
(9353,9582)(29485,29999)(29400,30000)	scaffold_29	29700	231	0.049179
(9368,9648)(29500,30065)(29500,30100)	scaffold_29	29800	282	0.049192
(9453,9659)(29670,30122)(29600,30200)	scaffold_29	29900	208	0.049489
(9483,9669)(29700,30211)(29700,30300)	scaffold_29	30000	188	0.049527
(9495,9669)(29837,30211)(29800,30400)	scaffold_29	30100	176	0.049644
(9549,9683)(29966,30499)(29900,30500)	scaffold_29	30200	136	0.049766
(9583,9691)(30000,30507)(30000,30600)	scaffold_29	30300	110	0.049199
(9649,9738)(30112,30699)(30100,30700)	scaffold_29	30400	91	0.049191
(9660,9788)(30202,30749)(30200,30800)	scaffold_29	30500	130	0.049198
(9670,9878)(30486,30899)(30300,30900)	scaffold_29	30600	210	0.049569
(9670,9878)(30486,30899)(30400,31000)	scaffold_29	30700	210	0.049569
(9684,9911)(30500,31099)(30500,31100)	scaffold_29	30800	229	0.049571
(9692,10001)(30653,31189)(30600,31200)	scaffold_29	30900	311	0.049428
(9739,10088)(30700,31299)(30700,31300)	scaffold_29	31000	351	0.049304
(9789,10116)(30810,31327)(30800,31400)	scaffold_29	31100	329	0.049306
(9879,10180)(31067,31499)(30900,31500)	scaffold_29	31200	303	0.049081
(9879,10267)(31067,31599)(31000,31600)	scaffold_29	31300	390	0.049124
(9912,10316)(31100,31648)(31100,31700)	scaffold_29	31400	406	0.049120
(10002,10316)(31213,31648)(31200,31800)	scaffold_29	31500	316	0.049130
(10089,10316)(31300,31648)(31300,31900)	scaffold_29	31600	229	0.049238
(10117,10390)(31436,31982)(31400,32000)	scaffold_29	31700	275	0.049215
(10181,10390)(31500,31982)(31500,32100)	scaffold_29	31800	211	0.049221
(10268,10390)(31600,31982)(31600,32200)	scaffold_29	31900	124	0.049171
(10317,10393)(31909,32299)(31700,32300)	scaffold_29	32000	78	0.049123
(10317,10488)(31909,32399)(31800,32400)	scaffold_29	32100	173	0.048920
(10317,10514)(31909,32425)(31900,32500)	scaffold_29	32200	199	0.048944
(10391,10514)(32297,32425)(32000,32600)	scaffold_29	32300	125	0.048849
(10391,10590)(32297,32699)(32100,32700)	scaffold_29	32400	201	0.049038
(10391,10658)(32297,32767)(32200,32800)	scaffold_29	32500	269	0.049117
(10394,10709)(32300,32864)(32300,32900)	scaffold_29	32600	317	0.049117
(10489,10709)(32400,32864)(32400,33000)	scaffold_29	32700	222	0.049275
(10515,10807)(32624,33099)(32500,33100)	scaffold_29	32800	294	0.049417
(10515,10895)(32624,33187)(32600,33200)	scaffold_29	32900	382	0.049335
(10591,10895)(32700,33187)(32700,33300)	scaffold_29	33000	306	0.049327
(10659,10895)(32814,33187)(32800,33400)	scaffold_29	33100	238	0.049326
