region	chr	midPos	Nsites
(34025,35726)(135810,138999)(134000,139000)	scaffold_23	136500	1703	0.049347
(34025,36416)(135810,139999)(135000,140000)	scaffold_23	137500	2393	0.049303
(34150,36839)(136000,140684)(136000,141000)	scaffold_23	138500	2691	0.049301
(34584,36839)(137000,140684)(137000,142000)	scaffold_23	139500	2257	0.049239
(34918,36839)(138018,140684)(138000,143000)	scaffold_23	140500	1923	0.049243
(35727,36943)(139000,143999)(139000,144000)	scaffold_23	141500	1218	0.049285
(278,1591)(1000,5057)(1000,6000)	scaffold_230	3500	1315	0.049153
(167,1200)(1149,4822)(1000,6000)	scaffold_231	3500	1035	0.047884
(407,1445)(1000,4273)(1000,6000)	scaffold_233	3500	1040	0.049301
(288,1789)(1041,4771)(1000,6000)	scaffold_234	3500	1503	0.049383
(181,1215)(1549,4648)(1000,6000)	scaffold_235	3500	1036	0.049325
(694,2153)(1000,5702)(1000,6000)	scaffold_236	3500	1461	0.049223
(673,1874)(1082,5379)(1000,6000)	scaffold_237	3500	1203	0.049301
(74,280)(1000,4476)(1000,6000)	scaffold_238	3500	208	0.049506
(177,280)(4061,4476)(2000,7000)	scaffold_238	4500	105	0.049023
(177,969)(4061,7999)(3000,8000)	scaffold_238	5500	794	0.049298
(177,1968)(4061,8999)(4000,9000)	scaffold_238	6500	1793	0.047775
(115,1432)(1290,4003)(1000,6000)	scaffold_239	3500	1319	0.049189
(729,4445)(1228,5999)(1000,6000)	scaffold_24	3500	3718	0.049205
(1383,5097)(2014,6999)(2000,7000)	scaffold_24	4500	3716	0.049324
(2271,5771)(3000,7999)(3000,8000)	scaffold_24	5500	3502	0.048929
(2983,6672)(4000,8999)(4000,9000)	scaffold_24	6500	3691	0.049009
(3708,7446)(5000,9994)(5000,10000)	scaffold_24	7500	3740	0.048648
(4446,8309)(6000,10999)(6000,11000)	scaffold_24	8500	3865	0.048261
(5098,9084)(7000,11975)(7000,12000)	scaffold_24	9500	3988	0.048233
(5772,9712)(8000,12999)(8000,13000)	scaffold_24	10500	3942	0.048572
(6673,10643)(9000,13999)(9000,14000)	scaffold_24	11500	3972	0.048501
(7447,11605)(10035,14999)(10000,15000)	scaffold_24	12500	4160	0.048835
(8310,12417)(11000,15941)(11000,16000)	scaffold_24	13500	4109	0.049214
(9085,13045)(12051,16995)(12000,17000)	scaffold_24	14500	3962	0.049213
(9713,13759)(13000,17999)(13000,18000)	scaffold_24	15500	4048	0.049224
(10644,14492)(14000,18999)(14000,19000)	scaffold_24	16500	3850	0.048865
(11606,15492)(15000,19999)(15000,20000)	scaffold_24	17500	3888	0.048504
(12418,16329)(16003,20999)(16000,21000)	scaffold_24	18500	3913	0.048451
(13046,17094)(17077,21999)(17000,22000)	scaffold_24	19500	4050	0.048449
(13760,17893)(18000,22999)(18000,23000)	scaffold_24	20500	4135	0.048466
(14493,18885)(19000,23999)(19000,24000)	scaffold_24	21500	4394	0.048842
(15493,19704)(20000,24934)(20000,25000)	scaffold_24	22500	4213	0.049171
(16330,20548)(21000,25999)(21000,26000)	scaffold_24	23500	4220	0.049240
(17095,20570)(22111,26021)(22000,27000)	scaffold_24	24500	3477	0.049285
(17894,20570)(23000,26021)(23000,28000)	scaffold_24	25500	2678	0.049296
(18886,20570)(24000,26021)(24000,29000)	scaffold_24	26500	1686	0.049296
(19705,20570)(25014,26021)(25000,30000)	scaffold_24	27500	867	0.049344
(20549,20570)(26000,26021)(26000,31000)	scaffold_24	28500	23	0.049325
(20571,20797)(129622,129956)(125000,130000)	scaffold_24	127500	228	0.049101
(20571,21643)(129622,130999)(126000,131000)	scaffold_24	128500	1074	0.049198
(20571,22371)(129622,131829)(127000,132000)	scaffold_24	129500	1802	0.049257
(20571,23090)(129622,132999)(128000,133000)	scaffold_24	130500	2521	0.049368
(20571,23863)(129622,133999)(129000,134000)	scaffold_24	131500	3294	0.048897
(20798,24815)(130027,134999)(130000,135000)	scaffold_24	132500	4019	0.048931
(21644,25759)(131000,135977)(131000,136000)	scaffold_24	133500	4117	0.048881
(22372,26523)(132045,136992)(132000,137000)	scaffold_24	134500	4153	0.048804
(23091,27213)(133000,137999)(133000,138000)	scaffold_24	135500	4124	0.048717
(23864,28036)(134000,138999)(134000,139000)	scaffold_24	136500	4174	0.049060
(24816,28912)(135000,139999)(135000,140000)	scaffold_24	137500	4098	0.049056
(25760,29845)(136050,140999)(136000,141000)	scaffold_24	138500	4087	0.049046
(26524,30838)(137028,141999)(137000,142000)	scaffold_24	139500	4316	0.049169
(27214,31665)(138000,142967)(138000,143000)	scaffold_24	140500	4453	0.049131
(28037,32277)(139000,143999)(139000,144000)	scaffold_24	141500	4242	0.049086
(28913,33127)(140000,144999)(140000,145000)	scaffold_24	142500	4216	0.049136
(29846,34020)(141000,145999)(141000,146000)	scaffold_24	143500	4176	0.049189
(30839,34981)(142000,146999)(142000,147000)	scaffold_24	144500	4144	0.049143
(31666,35909)(143077,147999)(143000,148000)	scaffold_24	145500	4245	0.049224
(32278,36735)(144000,148940)(144000,149000)	scaffold_24	146500	4459	0.049287
(33128,37651)(145000,149999)(145000,150000)	scaffold_24	147500	4525	0.048985
(34021,38651)(146000,150999)(146000,151000)	scaffold_24	148500	4632	0.048948
(34982,39420)(147000,151999)(147000,152000)	scaffold_24	149500	4440	0.049266
(35910,40293)(148000,152999)(148000,153000)	scaffold_24	150500	4385	0.049259
(36736,41241)(149014,153999)(149000,154000)	scaffold_24	151500	4507	0.049231
(898,1397)(3675,4342)(1000,6000)	scaffold_240	3500	501	0.049132
(898,1397)(3675,4342)(2000,7000)	scaffold_240	4500	501	0.049132
(898,1397)(3675,4342)(3000,8000)	scaffold_240	5500	501	0.049132
(1174,1397)(4091,4342)(4000,9000)	scaffold_240	6500	225	0.048824
(1398,1986)(12381,12999)(8000,13000)	scaffold_240	10500	590	0.049314
(1398,2986)(12381,13999)(9000,14000)	scaffold_240	11500	1590	0.048480
(1398,3074)(12381,14087)(10000,15000)	scaffold_240	12500	1678	0.048542
(1398,3074)(12381,14087)(11000,16000)	scaffold_240	13500	1678	0.048542
(1398,3074)(12381,14087)(12000,17000)	scaffold_240	14500	1678	0.048542
(1987,3424)(13000,17999)(13000,18000)	scaffold_240	15500	1439	0.048357
(588,2152)(1000,5255)(1000,6000)	scaffold_242	3500	1566	0.049272
(662,2152)(3369,5255)(2000,7000)	scaffold_242	4500	1492	0.049242
(662,2267)(3369,7949)(3000,8000)	scaffold_242	5500	1607	0.049244
(315,1587)(1000,4212)(1000,6000)	scaffold_243	3500	1274	0.049034
(442,1750)(1000,4434)(1000,6000)	scaffold_245	3500	1310	0.049336
(632,1838)(1000,4865)(1000,6000)	scaffold_247	3500	1208	0.049193
(218,1701)(1176,4274)(1000,6000)	scaffold_248	3500	1485	0.049199
(325,1595)(1000,4472)(1000,6000)	scaffold_249	3500	1272	0.049102
(393,2084)(1006,5999)(1000,6000)	scaffold_25	3500	1693	0.049405
(1000,2508)(2000,6999)(2000,7000)	scaffold_25	4500	1510	0.049425
(1160,2809)(3240,7932)(3000,8000)	scaffold_25	5500	1651	0.049428
(1266,3247)(4198,8898)(4000,9000)	scaffold_25	6500	1983	0.049383
(1558,3518)(5124,9999)(5000,10000)	scaffold_25	7500	1962	0.049346
(2085,3888)(6000,10850)(6000,11000)	scaffold_25	8500	1805	0.049301
(2509,4092)(7000,11999)(7000,12000)	scaffold_25	9500	1585	0.049374
(2810,4364)(8083,12965)(8000,13000)	scaffold_25	10500	1556	0.049438
(3248,4621)(9031,13810)(9000,14000)	scaffold_25	11500	1375	0.049463
(3519,4621)(10000,13810)(10000,15000)	scaffold_25	12500	1104	0.049597
(3889,4621)(11204,13810)(11000,16000)	scaffold_25	13500	734	0.049700
(4093,4927)(12000,16999)(12000,17000)	scaffold_25	14500	836	0.049626
(4365,5249)(13021,17723)(13000,18000)	scaffold_25	15500	886	0.049276
(4622,5617)(16471,18999)(14000,19000)	scaffold_25	16500	997	0.049464
(4622,5846)(16471,19501)(15000,20000)	scaffold_25	17500	1226	0.049547
(4622,5846)(16471,19501)(16000,21000)	scaffold_25	18500	1226	0.049547
(4928,6050)(17000,21988)(17000,22000)	scaffold_25	19500	1124	0.048266
(5250,6145)(18075,22999)(18000,23000)	scaffold_25	20500	897	0.048084
(5618,6365)(19000,23714)(19000,24000)	scaffold_25	21500	749	0.047552
(5847,6663)(21571,24964)(20000,25000)	scaffold_25	22500	818	0.047389
(5847,7083)(21571,25999)(21000,26000)	scaffold_25	23500	1238	0.047964
(6051,7429)(22050,26999)(22000,27000)	scaffold_25	24500	1380	0.049154
(6146,7663)(23000,27781)(23000,28000)	scaffold_25	25500	1519	0.049127
(6366,7994)(24300,28789)(24000,29000)	scaffold_25	26500	1630	0.049411
(6664,8434)(25119,29754)(25000,30000)	scaffold_25	27500	1772	0.049523
(7084,8792)(26000,30999)(26000,31000)	scaffold_25	28500	1710	0.049545
(7430,9116)(27000,31734)(27000,32000)	scaffold_25	29500	1688	0.049461
(7664,9429)(28073,32865)(28000,33000)	scaffold_25	30500	1767	0.049488
(7995,9586)(29001,33934)(29000,34000)	scaffold_25	31500	1593	0.049324
(8435,9837)(30178,34963)(30000,35000)	scaffold_25	32500	1404	0.049256
(8793,10096)(31000,35618)(31000,36000)	scaffold_25	33500	1305	0.049224
(9117,10215)(32091,36993)(32000,37000)	scaffold_25	34500	1100	0.049280
(9430,10581)(33558,37999)(33000,38000)	scaffold_25	35500	1153	0.049311
(9587,11048)(34056,38759)(34000,39000)	scaffold_25	36500	1463	0.049281
(9838,11531)(35055,39956)(35000,40000)	scaffold_25	37500	1695	0.049272
(10097,11810)(36768,40999)(36000,41000)	scaffold_25	38500	1715	0.049283
(10216,12292)(37108,41934)(37000,42000)	scaffold_25	39500	2078	0.049330
(10582,12450)(38000,42662)(38000,43000)	scaffold_25	40500	1870	0.049315
(11049,12923)(39035,43958)(39000,44000)	scaffold_25	41500	1876	0.049221
(11532,13288)(40162,44811)(40000,45000)	scaffold_25	42500	1758	0.049218
(11811,13677)(41000,45689)(41000,46000)	scaffold_25	43500	1868	0.049221
(12293,14068)(42016,46999)(42000,47000)	scaffold_25	44500	1777	0.049166
(12451,14436)(43041,47890)(43000,48000)	scaffold_25	45500	1987	0.049263
(481,1884)(1000,5927)(1000,6000)	scaffold_251	3500	1405	0.048982
(713,2133)(4238,6348)(2000,7000)	scaffold_251	4500	1422	0.048857
(713,2176)(4238,7999)(3000,8000)	scaffold_251	5500	1465	0.048871
(214,1464)(1157,3206)(1000,6000)	scaffold_252	3500	1252	0.049459
(406,1567)(1000,4917)(1000,6000)	scaffold_253	3500	1163	0.048943
(414,1973)(1000,5999)(1000,6000)	scaffold_254	3500	1561	0.049176
(228,1430)(1977,4335)(1000,6000)	scaffold_255	3500	1204	0.049428
(318,1523)(1000,4345)(1000,6000)	scaffold_256	3500	1207	0.048219
(202,1757)(1000,4260)(1000,6000)	scaffold_257	3500	1557	0.049192
(437,1836)(1051,5999)(1000,6000)	scaffold_258	3500	1401	0.049271
(560,1678)(1000,5958)(1000,6000)	scaffold_259	3500	1120	0.049256
(402,2085)(1111,5864)(1000,6000)	scaffold_260	3500	1685	0.049431
(138,1207)(1137,4189)(1000,6000)	scaffold_261	3500	1071	0.068749
(263,1556)(1028,4344)(1000,6000)	scaffold_262	3500	1295	0.049038
(13,1603)(1000,5999)(1000,6000)	scaffold_263	3500	1592	0.049284
(127,1544)(1342,4480)(1000,6000)	scaffold_264	3500	1419	0.049309
(442,1789)(1003,5953)(1000,6000)	scaffold_265	3500	1349	0.048237
(129,1130)(1026,3530)(1000,6000)	scaffold_266	3500	1003	0.049378
(337,1390)(1144,4005)(1000,6000)	scaffold_267	3500	1055	0.049238
(243,1085)(1032,3597)(1000,6000)	scaffold_268	3500	844	0.049044
(457,2074)(3000,6649)(3000,8000)	scaffold_269	5500	1619	0.049382
(372,1187)(1000,3886)(1000,6000)	scaffold_270	3500	817	0.049355
(774,1886)(1000,5609)(1000,6000)	scaffold_271	3500	1114	0.049210
(975,1886)(2008,5609)(2000,7000)	scaffold_271	4500	913	0.049279
(137,1115)(1110,4042)(1000,6000)	scaffold_272	3500	980	0.049275
(375,1412)(1043,3151)(1000,6000)	scaffold_273	3500	1039	0.049143
(141,1147)(1051,3486)(1000,6000)	scaffold_274	3500	1008	0.049201
(115,2272)(2000,5654)(2000,7000)	scaffold_275	4500	2159	0.049230
(173,972)(1000,3505)(1000,6000)	scaffold_277	3500	801	0.049015
(100,2327)(4209,7370)(4000,9000)	scaffold_278	6500	2229	0.049859
(308,1018)(1323,4107)(1000,6000)	scaffold_279	3500	712	0.049237
(277,2218)(1296,5964)(1000,6000)	scaffold_28	3500	1943	0.049275
(461,2427)(2122,6684)(2000,7000)	scaffold_28	4500	1968	0.049367
(864,2673)(3000,7999)(3000,8000)	scaffold_28	5500	1811	0.049474
(1067,3301)(4127,8948)(4000,9000)	scaffold_28	6500	2236	0.049433
(1793,3549)(5000,9871)(5000,10000)	scaffold_28	7500	1758	0.049445
(2219,3993)(6156,10999)(6000,11000)	scaffold_28	8500	1776	0.049580
(2428,4230)(7190,11655)(7000,12000)	scaffold_28	9500	1804	0.049585
(2674,4799)(8000,12992)(8000,13000)	scaffold_28	10500	2127	0.049421
(3302,5005)(9019,13999)(9000,14000)	scaffold_28	11500	1705	0.049421
(3550,5139)(10089,14135)(10000,15000)	scaffold_28	12500	1591	0.049408
(3994,5145)(11000,15926)(11000,16000)	scaffold_28	13500	1153	0.049239
(4231,5248)(12130,16399)(12000,17000)	scaffold_28	14500	1019	0.049185
(4800,5248)(13273,16399)(13000,18000)	scaffold_28	15500	450	0.049107
(5006,5248)(14000,16399)(14000,19000)	scaffold_28	16500	244	0.049195
(5140,5638)(15921,19999)(15000,20000)	scaffold_28	17500	500	0.048927
(5146,6169)(16018,20999)(16000,21000)	scaffold_28	18500	1025	0.049474
(5249,6505)(19501,21999)(17000,22000)	scaffold_28	19500	1258	0.049420
(5249,6882)(19501,22886)(18000,23000)	scaffold_28	20500	1635	0.049408
(5249,7063)(19501,23966)(19000,24000)	scaffold_28	21500	1816	0.049393
(5639,7351)(20000,24999)(20000,25000)	scaffold_28	22500	1714	0.049531
(6170,7825)(21000,25909)(21000,26000)	scaffold_28	23500	1657	0.049300
(6506,7825)(22000,25909)(22000,27000)	scaffold_28	24500	1321	0.049357
(6883,7846)(23239,27999)(23000,28000)	scaffold_28	25500	965	0.049350
(7064,8144)(24498,28999)(24000,29000)	scaffold_28	26500	1082	0.049337
(7352,8586)(25000,29812)(25000,30000)	scaffold_28	27500	1236	0.049258
(7826,8860)(27979,30936)(26000,31000)	scaffold_28	28500	1036	0.049139
(7826,9063)(27979,31909)(27000,32000)	scaffold_28	29500	1239	0.049184
(7847,9160)(28000,32249)(28000,33000)	scaffold_28	30500	1315	0.049180
(8145,9472)(29000,33999)(29000,34000)	scaffold_28	31500	1329	0.049154
(8587,9957)(30301,34999)(30000,35000)	scaffold_28	32500	1372	0.049237
(8861,10537)(31025,35999)(31000,36000)	scaffold_28	33500	1678	0.049360
(9064,11205)(32034,36989)(32000,37000)	scaffold_28	34500	2143	0.049266
(9161,11777)(33259,37959)(33000,38000)	scaffold_28	35500	2618	0.049231
(9473,12169)(34000,38999)(34000,39000)	scaffold_28	36500	2698	0.049282
(9958,12719)(35000,39939)(35000,40000)	scaffold_28	37500	2763	0.049237
(10538,13017)(36000,40896)(36000,41000)	scaffold_28	38500	2481	0.049239
(11206,13017)(37051,40896)(37000,42000)	scaffold_28	39500	1813	0.049294
(11778,13291)(38053,42992)(38000,43000)	scaffold_28	40500	1515	0.049328
(439,1358)(1000,3772)(1000,6000)	scaffold_280	3500	921	0.049281
(561,1480)(1000,2866)(1000,6000)	scaffold_281	3500	921	0.047649
(376,1584)(1000,4139)(1000,6000)	scaffold_284	3500	1210	0.049031
(611,1984)(1000,3567)(1000,6000)	scaffold_285	3500	1375	0.049047
(775,1871)(1350,5567)(1000,6000)	scaffold_286	3500	1098	0.049292
(231,913)(1347,3637)(1000,6000)	scaffold_287	3500	684	0.048923
(399,1119)(1000,3788)(1000,6000)	scaffold_289	3500	722	0.049200
(302,794)(1102,5870)(1000,6000)	scaffold_29	3500	494	0.049391
(620,994)(5075,6917)(2000,7000)	scaffold_29	4500	376	0.049327
(620,1295)(5075,7788)(3000,8000)	scaffold_29	5500	677	0.049339
(620,1895)(5075,8987)(4000,9000)	scaffold_29	6500	1277	0.049272
(620,2097)(5075,9999)(5000,10000)	scaffold_29	7500	1479	0.049325
(795,2581)(6112,10999)(6000,11000)	scaffold_29	8500	1788	0.049286
(995,2869)(7013,11999)(7000,12000)	scaffold_29	9500	1876	0.049263
(1296,3454)(8059,12937)(8000,13000)	scaffold_29	10500	2160	0.049236
(1896,3714)(9086,13635)(9000,14000)	scaffold_29	11500	1820	0.049240
(2098,3919)(10000,14807)(10000,15000)	scaffold_29	12500	1823	0.049174
(2582,4167)(11000,15999)(11000,16000)	scaffold_29	13500	1587	0.049067
(2870,4678)(12000,16938)(12000,17000)	scaffold_29	14500	1810	0.049137
(3455,5159)(13134,17999)(13000,18000)	scaffold_29	15500	1706	0.049127
(3715,5678)(14000,18999)(14000,19000)	scaffold_29	16500	1965	0.049136
(3920,6218)(15214,19908)(15000,20000)	scaffold_29	17500	2300	0.049181
(4168,6723)(16000,20999)(16000,21000)	scaffold_29	18500	2557	0.049251
(4679,7169)(17089,21677)(17000,22000)	scaffold_29	19500	2492	0.049201
(5160,7407)(18000,22862)(18000,23000)	scaffold_29	20500	2249	0.049187
(5679,7619)(19000,23828)(19000,24000)	scaffold_29	21500	1942	0.049283
(6219,7737)(20264,24657)(20000,25000)	scaffold_29	22500	1520	0.049299
(6724,8022)(21000,25999)(21000,26000)	scaffold_29	23500	1300	0.049321
(7170,8702)(22332,26999)(22000,27000)	scaffold_29	24500	1534	0.049308
(7408,8932)(23137,27491)(23000,28000)	scaffold_29	25500	1526	0.049322
(7620,9154)(24155,28999)(24000,29000)	scaffold_29	26500	1536	0.049219
(7738,9582)(25106,29999)(25000,30000)	scaffold_29	27500	1846	0.049206
(8023,9878)(26000,30899)(26000,31000)	scaffold_29	28500	1857	0.049225
(8703,10390)(27000,31982)(27000,32000)	scaffold_29	29500	1689	0.049236
(8933,10709)(28412,32864)(28000,33000)	scaffold_29	30500	1778	0.049230
(9155,10969)(29000,33999)(29000,34000)	scaffold_29	31500	1816	0.049285
(9583,11559)(30000,34999)(30000,35000)	scaffold_29	32500	1978	0.049273
(9879,11967)(31067,35999)(31000,36000)	scaffold_29	33500	2090	0.049232
(10391,12324)(32297,36999)(32000,37000)	scaffold_29	34500	1935	0.049309
(156,1425)(1000,3860)(1000,6000)	scaffold_290	3500	1271	0.049288
(176,1051)(1138,3881)(1000,6000)	scaffold_291	3500	877	0.049470
(172,1114)(1000,3721)(1000,6000)	scaffold_292	3500	944	0.049250
(911,2244)(1000,5545)(1000,6000)	scaffold_293	3500	1335	0.050131
(1109,2244)(4262,5545)(2000,7000)	scaffold_293	4500	1137	0.050329
(1109,2244)(4262,5545)(3000,8000)	scaffold_293	5500	1137	0.050329
(1109,2244)(4262,5545)(4000,9000)	scaffold_293	6500	1137	0.050329
(1831,2244)(5000,5545)(5000,10000)	scaffold_293	7500	415	0.049166
(631,1934)(1000,5523)(1000,6000)	scaffold_296	3500	1305	0.049082
(442,831)(2000,3697)(2000,7000)	scaffold_297	4500	391	0.049424
(379,1458)(1151,3146)(1000,6000)	scaffold_298	3500	1081	0.049207
(210,994)(1095,3304)(1000,6000)	scaffold_299	3500	786	0.049365
(336,1007)(1142,2861)(1000,6000)	scaffold_300	3500	673	0.049063
(524,1679)(1000,5573)(1000,6000)	scaffold_301	3500	1157	0.048027
(301,984)(1140,3585)(1000,6000)	scaffold_302	3500	685	0.049469
(224,1195)(1000,3551)(1000,6000)	scaffold_304	3500	973	0.049185
(337,1334)(1110,3256)(1000,6000)	scaffold_305	3500	999	0.049060
(115,1084)(1019,3513)(1000,6000)	scaffold_306	3500	971	0.047694
(280,1464)(3508,5472)(1000,6000)	scaffold_309	3500	1186	0.049317
(182,1884)(1356,5927)(1000,6000)	scaffold_31	3500	1704	0.049369
(382,2398)(2131,6927)(2000,7000)	scaffold_31	4500	2018	0.049404
(784,2816)(3000,7936)(3000,8000)	scaffold_31	5500	2034	0.049367
(1137,3155)(4000,8999)(4000,9000)	scaffold_31	6500	2020	0.049307
(1539,3473)(5018,9945)(5000,10000)	scaffold_31	7500	1936	0.049254
(1885,3674)(6160,10932)(6000,11000)	scaffold_31	8500	1791	0.049238
(2399,3919)(7041,11999)(7000,12000)	scaffold_31	9500	1522	0.049226
(2817,4510)(8186,12916)(8000,13000)	scaffold_31	10500	1695	0.049336
(3156,4756)(9000,13582)(9000,14000)	scaffold_31	11500	1602	0.049293
(3474,5061)(10002,14999)(10000,15000)	scaffold_31	12500	1589	0.049417
(3675,5175)(11168,15897)(11000,16000)	scaffold_31	13500	1502	0.049366
(3920,5640)(12000,16939)(12000,17000)	scaffold_31	14500	1722	0.049273
(4511,5887)(13009,17984)(13000,18000)	scaffold_31	15500	1378	0.049182
(4757,5966)(14268,18999)(14000,19000)	scaffold_31	16500	1211	0.049273
(5062,6210)(15000,19879)(15000,20000)	scaffold_31	17500	1150	0.049187
(5176,6412)(16215,20999)(16000,21000)	scaffold_31	18500	1238	0.049236
(5641,6625)(17178,21764)(17000,22000)	scaffold_31	19500	986	0.047716
(5888,6886)(18554,22547)(18000,23000)	scaffold_31	20500	1000	0.047622
(5967,7216)(19000,23751)(19000,24000)	scaffold_31	21500	1251	0.047986
(6211,7688)(20284,24847)(20000,25000)	scaffold_31	22500	1479	0.048346
(6413,8170)(21000,25999)(21000,26000)	scaffold_31	23500	1759	0.048461
(6626,8660)(22001,26999)(22000,27000)	scaffold_31	24500	2036	0.049196
(6887,8918)(23194,27834)(23000,28000)	scaffold_31	25500	2033	0.049274
(7217,9138)(24052,28930)(24000,29000)	scaffold_31	26500	1923	0.049256
(7689,9395)(25080,29999)(25000,30000)	scaffold_31	27500	1708	0.049164
(8171,9618)(26000,30607)(26000,31000)	scaffold_31	28500	1449	0.049151
(8661,9770)(27000,31669)(27000,32000)	scaffold_31	29500	1111	0.049284
(8919,9839)(28386,32966)(28000,33000)	scaffold_31	30500	922	0.049230
(9139,10076)(29122,33866)(29000,34000)	scaffold_31	31500	939	0.049358
(362,1152)(1000,3597)(1000,6000)	scaffold_311	3500	792	0.049425
(379,1419)(1004,3428)(1000,6000)	scaffold_313	3500	1042	0.049205
(629,1885)(1000,5675)(1000,6000)	scaffold_314	3500	1258	0.049328
(545,1818)(4000,7294)(4000,9000)	scaffold_315	6500	1275	0.048119
(673,1891)(1000,5784)(1000,6000)	scaffold_316	3500	1220	0.050440
(449,1361)(1000,3396)(1000,6000)	scaffold_317	3500	914	0.049381
(281,1120)(1079,3293)(1000,6000)	scaffold_318	3500	841	0.049062
(507,1224)(1000,3342)(1000,6000)	scaffold_319	3500	719	0.049053
(221,1836)(1441,5999)(1000,6000)	scaffold_32	3500	1617	0.049215
(471,2110)(2000,6920)(2000,7000)	scaffold_32	4500	1641	0.049177
(761,2753)(3299,7999)(3000,8000)	scaffold_32	5500	1994	0.049259
(1061,3359)(4046,8999)(4000,9000)	scaffold_32	6500	2300	0.049351
(1442,3893)(5126,9999)(5000,10000)	scaffold_32	7500	2453	0.049357
(1837,4289)(6000,10999)(6000,11000)	scaffold_32	8500	2454	0.049379
(2111,4593)(7037,11816)(7000,12000)	scaffold_32	9500	2484	0.049412
(2754,4679)(8000,12171)(8000,13000)	scaffold_32	10500	1927	0.049376
(3360,4679)(9000,12171)(9000,14000)	scaffold_32	11500	1321	0.049293
(3894,4679)(10000,12171)(10000,15000)	scaffold_32	12500	787	0.049248
(4290,4679)(11000,12171)(11000,16000)	scaffold_32	13500	391	0.049269
(4594,4679)(12072,12171)(12000,17000)	scaffold_32	14500	87	0.048724
(4680,4815)(17419,17999)(13000,18000)	scaffold_32	15500	137	0.049018
(4680,5036)(17419,18906)(14000,19000)	scaffold_32	16500	358	0.049100
(4680,5227)(17419,19999)(15000,20000)	scaffold_32	17500	549	0.049023
(4680,5669)(17419,20961)(16000,21000)	scaffold_32	18500	991	0.049186
(4680,6159)(17419,21871)(17000,22000)	scaffold_32	19500	1481	0.049098
(4816,6434)(18000,22617)(18000,23000)	scaffold_32	20500	1620	0.049100
(5037,7189)(19573,23977)(19000,24000)	scaffold_32	21500	2154	0.049099
(5228,7498)(20000,24970)(20000,25000)	scaffold_32	22500	2272	0.049154
(5670,7928)(21178,25884)(21000,26000)	scaffold_32	23500	2260	0.049048
(6160,8249)(22068,26999)(22000,27000)	scaffold_32	24500	2091	0.049140
(6435,8874)(23020,27989)(23000,28000)	scaffold_32	25500	2441	0.049216
(7190,9274)(24161,28957)(24000,29000)	scaffold_32	26500	2086	0.049267
(7499,9647)(25132,29884)(25000,30000)	scaffold_32	27500	2150	0.048532
(7929,9935)(26088,30940)(26000,31000)	scaffold_32	28500	2008	0.048619
(8250,10422)(27000,31999)(27000,32000)	scaffold_32	29500	2174	0.048726
(8875,10675)(28107,32876)(28000,33000)	scaffold_32	30500	1802	0.048599
(9275,10840)(29170,33741)(29000,34000)	scaffold_32	31500	1567	0.048587
(9648,11271)(30136,34883)(30000,35000)	scaffold_32	32500	1625	0.049504
(9936,11518)(31088,35912)(31000,36000)	scaffold_32	33500	1584	0.049391
(575,1886)(1000,5931)(1000,6000)	scaffold_320	3500	1313	0.049021
(296,1043)(1000,3637)(1000,6000)	scaffold_321	3500	749	0.047536
(506,1762)(1000,2475)(1000,6000)	scaffold_322	3500	1258	0.049295
(266,1168)(1050,3150)(1000,6000)	scaffold_324	3500	904	0.049465
(341,1424)(2769,4572)(1000,6000)	scaffold_325	3500	1085	0.049371
(532,1799)(1000,2828)(1000,6000)	scaffold_327	3500	1269	0.048993
(313,1303)(1000,2948)(1000,6000)	scaffold_328	3500	992	0.049125
(439,1861)(2000,6524)(2000,7000)	scaffold_329	4500	1424	0.049192
(770,2050)(1000,2315)(1000,6000)	scaffold_33	3500	1282	0.049272
(1763,2050)(2000,2315)(2000,7000)	scaffold_33	4500	289	0.048909
(2051,2929)(94046,94999)(90000,95000)	scaffold_33	92500	880	0.049137
(2051,3697)(94046,95999)(91000,96000)	scaffold_33	93500	1648	0.049140
(2051,4380)(94046,96999)(92000,97000)	scaffold_33	94500	2331	0.048452
(2051,5315)(94046,97999)(93000,98000)	scaffold_33	95500	3266	0.048701
(2051,5911)(94046,98999)(94000,99000)	scaffold_33	96500	3862	0.048814
(2930,6117)(95000,99205)(95000,100000)	scaffold_33	97500	3189	0.048759
(3698,6357)(96000,100999)(96000,101000)	scaffold_33	98500	2661	0.048692
(4381,7357)(97000,101999)(97000,102000)	scaffold_33	99500	2978	0.049444
(5316,8357)(98000,102999)(98000,103000)	scaffold_33	100500	3043	0.049403
(5912,9257)(99000,103999)(99000,104000)	scaffold_33	101500	3347	0.049321
(6118,10188)(100623,104999)(100000,105000)	scaffold_33	102500	4072	0.049302
(6358,10979)(101000,105999)(101000,106000)	scaffold_33	103500	4623	0.052393
(7358,11964)(102000,106999)(102000,107000)	scaffold_33	104500	4608	0.052406
(8358,12905)(103000,107999)(103000,108000)	scaffold_33	105500	4549	0.052472
(9258,13761)(104000,108999)(104000,109000)	scaffold_33	106500	4505	0.052573
(10189,14650)(105000,109999)(105000,110000)	scaffold_33	107500	4463	0.052657
(10980,15388)(106000,110776)(106000,111000)	scaffold_33	108500	4410	0.048901
(11965,15388)(107000,110776)(107000,112000)	scaffold_33	109500	3425	0.048822
(12906,15431)(108000,112999)(108000,113000)	scaffold_33	110500	2527	0.048724
